study_group,title,year,journal,identifiers,sources,n_source_records
S11606,CRISPR spacer profiling and prophage mining reveal diverse bacteriophages associated with Streptococcus Mutans,2026,Journal of Oral Microbiology,doi:10.1080/20002297.2026.2674332,Scopus (brazo B),1
S10078,CRISPR-Cas Technology: A Novel Approach for Targeted Control of Pathogenic Microbes,2026,International Journal of Drug Delivery Technology,doi:10.25258/ijddt.16.3s.47,Scopus (brazo A),1
S9206,CRISPR-Cas at a crossroads: from microbial immunity to precision biotechnology.,2026,Journal of immunoassay & immunochemistry,doi:10.1080/15321819.2026.2658465 pmid:41987615,PubMed,1
S10055,"CRISPR-Cas systems as next-generation antimicrobials: a systemic review of mechanisms, delivery strategies, and translational challenges",2026,Frontiers in Microbiology,doi:10.3389/fmicb.2026.1747931,Scopus (brazo A); Scopus (brazo B),2
S9405,CRISPR-based gene editing for antimicrobial resistance control in human medicine.,2026,Archives of microbiology,doi:10.1007/s00203-026-04988-2 pmid:42262436,PubMed; Scopus (brazo B),2
S10094,CRISPR-based genome editing for targeted reversal of bacterial antibiotic resistance: A literature review,2026,Microbes and Infectious Diseases,doi:10.21608/mid.2025.384213.2782,Scopus (brazo A),1
S11312,CRISPR-cas9 System Promised Gene Therapy for Inherited Diseases,2026,Pharma Times,,Scopus (brazo B),1
S8941,CRISPR/Cas9-engineered Salmonella phage displaying antimicrobial peptide LL37 for enhanced antibacterial activity.,2026,International journal of antimicrobial agents,doi:10.1016/j.ijantimicag.2026.107734 pmid:41654238,PubMed; Scopus (brazo B),2
S8253,CRISPR/Cas9-engineered universal CD123/B7-H3 tandem CAR-T cell for the treatment of acute myeloid leukemia.,2026,Chinese medical journal,doi:10.1097/cm9.0000000000003588 pmid:40789664,PubMed; Scopus (brazo B),2
S8729,CRISPRSpacerType: Automated CRISPR typing of Cronobacter spp. for contamination tracing and evolutionary analysis via spacer profiles.,2026,International journal of food microbiology,doi:10.1016/j.ijfoodmicro.2025.111562 pmid:41380472,PubMed; Scopus (brazo B),2
S9406,Calciphylaxis complicated by NDM-1-producing Pseudomonas aeruginosa: first experience with cefepime-zidebactam alongside phage therapy in the USA.,2026,The Lancet. Infectious diseases,doi:10.1016/s1473-3099(26)00176-3 pmid:42263718,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11543,Can Phage Therapy Revolutionize Treatment of Pan-Drug-Resistant Infections in Clinical Settings?,2026,Infectious Diseases in Clinical Practice,doi:10.1097/ipc.0000000000001568,Scopus (brazo B),1
S8937,Can phage-antibiotic combinations overcome uropathogenic Escherichia coli regrowth? evidence from in vitro and in vivo models.,2026,Virology journal,doi:10.1186/s12985-026-03067-8 pmid:41652492,PubMed; Scopus (brazo B),2
S9533,"Capsular polysaccharides of the human gut microbiota: Structural diversity, functional plasticity, and roles in host-microbe mutualism.",2026,Carbohydrate polymers,doi:10.1016/j.carbpol.2026.125596 pmid:42493158,PubMed,1
S11709,Capsular specificity in temperate phages of Klebsiella pneumoniae is driven by diverse receptor-binding enzymes,2026,PLOS Biology,doi:10.1371/journal.pbio.3003716 pmid:42048315,Scopus (brazo B),1
S9082,Capturing dynamic phage-pathogen coevolution by clinical surveillance.,2026,Nature,doi:10.1038/s41586-026-10136-z pmid:41813903,PubMed,1
S9214,"Carbapenem-resistant Acinetobacter baumannii bloodstream infections and specific phages isolation, analysis and application.",2026,Frontiers in cellular and infection microbiology,doi:10.3389/fcimb.2026.1774993 pmid:41994204,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11440,"Carbapenem-resistant Acinetobacter: A Review of Resistance Mechanisms, Global Trends, and Control Strategies",2026,Journal of Pure and Applied Microbiology,doi:10.22207/jpam.20.2.60,Scopus (brazo B),1
S10110,Carbon dot-enhanced nanobody-based fluorescence immunoassay for ultrasensitive Listeria monocytogenes detection in dairy products,2026,Analytica Chimica Acta,doi:10.1016/j.aca.2025.344954 pmid:41513368,Scopus (brazo A),1
S10073,Carrier bacteria motility determines efficacy of hitchhiking bacteriophages to control biofilm,2026,Chemical Engineering Journal,doi:10.1016/j.cej.2026.175902,Scopus (brazo A),1
S9190,Catalytic hairpin assembly-assisted split-T7 promoter-regulated CRISPR/Cas12a system for the sensitive analysis of microRNAs associated with coronary heart disease.,2026,Analytical methods : advancing methods and applications,doi:10.1039/d6ay00524a pmid:41960606,PubMed,1
S10132,Catheter-associated urinary tract infections: how multidrug-resistant uropathogenic Escherichia coli leads to infection and prevention strategies,2026,Reviews and Research in Medical Microbiology,doi:10.1097/mrm.0000000000000464,Scopus (brazo A); Scopus (brazo B),2
S9022,Cell-Based Immunization Combined with Single-Round Cell Panning Enables Discovery of PSMA-Targeting Nanobodies from Phage Display Libraries.,2026,Biomolecules,doi:10.3390/biom16020307 pmid:41750375,PubMed,1
S9316,Challenges and therapeutic strategies in nontuberculous mycobacterial infections related to biofilms.,2026,Expert review of anti-infective therapy,doi:10.1080/14787210.2026.2673210 pmid:42132334,PubMed; Scopus (brazo B),2
S8811,Characterisation of a Novel Jumbo Lytic Aeromonas dhakensis Bacteriophage P19 and Its Endolysin.,2026,Microbial biotechnology,doi:10.1111/1751-7915.70289 pmid:41491636,PubMed; Scopus (brazo A),2
S7884,Characteristics and Antibacterial Activity of Staphylococcus aureus Phage-Derived Endolysin LysP4.,2026,Probiotics and antimicrobial proteins,doi:10.1007/s12602-025-10543-0 pmid:40299201,PubMed,1
S9494,Characterization and Therapeutic Potential of a Novel Lytic Phage-Derived Endolysin PA16cLys Against Uropathogenic Pseudomonas aeruginosa Biofilms.,2026,Biotechnology and bioengineering,doi:10.1002/bit.70301 pmid:42402172,PubMed; Scopus (brazo A),2
S9302,Characterization and antibacterial efficacy of the broad-host-range phage P108 against biofilm-forming and methicillin-resistant Staphylococcus aureus.,2026,Virus research,doi:10.1016/j.virusres.2026.199745 pmid:42119891,PubMed; Scopus (brazo B),2
S8934,Characterization and antibiofilm efficacy of the Pseudomonas aeruginosa phage HKPH_J3.,2026,International journal of medical microbiology : IJMM,doi:10.1016/j.ijmm.2026.151706 pmid:41650550,PubMed; Scopus (brazo A); Scopus (brazo B),3
S9341,Characterization and comparative genomic analysis of a novel bacteriophage against an extremely drug-resistant Pseudomonas aeruginosa ST1971.,2026,Microbiology spectrum,doi:10.1128/spectrum.02713-25 pmid:42165624,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11532,Characterization and complete genomic sequence of a novel phage BUCT805 infecting Serratia marcescens and its anti-biofilm activities,2026,Microbiology Spectrum ,doi:10.1128/spectrum.03119-25 pmid:41728988,Scopus (brazo B),1
S11659,Characterization and diversity of defense systems in Providencia pathogen,2026,Frontiers in Immunology,doi:10.3389/fimmu.2026.1755933 pmid:41766888,Scopus (brazo B),1
S11423,Characterization and evaluation of a phage cocktail targeting Salmonella enterica in a Turkey farm,2026,BMC Microbiology,doi:10.1186/s12866-026-04849-4 pmid:41820832,Scopus (brazo B),1
S9339,Characterization and evaluation of the efficacy of phage E21 therapy in a wound animal model of biofilm-associated Pseudomonas aeruginosa infection.,2026,Scientific reports,doi:10.1038/s41598-026-52857-1 pmid:42156951,PubMed; Scopus (brazo A),2
S11614,Characterization and genome analysis of the Klebsiella webervirus vB_KpnS_2146−302,2026,Archives of Virology,doi:10.1007/s00705-025-06454-8 pmid:41350468,Scopus (brazo B),1
S10154,Characterization and genome analysis of virulent phage against phytopathogen Pantoea ananatis and its potential biocontrol application,2026,BMC Microbiology,doi:10.1186/s12866-026-04891-2 pmid:41876997,Scopus (brazo A),1
S9301,Characterization and host range associating factors of Staphylococcus aureus bacteriophage PBSA08; Using Australian MRSA reference set.,2026,International journal of antimicrobial agents,doi:10.1016/j.ijantimicag.2026.107838 pmid:42119833,PubMed; Scopus (brazo B),2
S11707,Characterization and therapeutic potential of two Kayvirus phages against methicillin-resistant S. aureus in a rat myositis model,2026,European Journal of Clinical Microbiology and Infectious Diseases,doi:10.1007/s10096-026-05604-3,Scopus (brazo B),1
S9011,Characterization and therapeutic potential of vB_PaeM_QR7: a highly efficient lytic bacteriophage against multidrug-resistant Pseudomonas aeruginosa.,2026,Journal of applied microbiology,doi:10.1093/jambio/lxag057 pmid:41739050,PubMed; Scopus (brazo A); Scopus (brazo B),3
S9803,Characterization of CRISPR-Cas systems in the Haemophilus genus CRISPR-Cas in Haemophilus spp.,2026,Genetics and Molecular Biology,doi:10.1590/1678-4685-gmb-2025-0166,SciELO,1
S11315,Characterization of Enterococcus faecium-Targeting Minhovirus Bacteriophages,2026,"PHAGE: Therapy, Applications, and Research",doi:10.1177/26416549251413133,Scopus (brazo B),1
S11518,Characterization of Escherichia Phages Targeting Swine Colibacillosis as Potential Biosanitation and Therapeutic Agents,2026,"PHAGE: Therapy, Applications, and Research",doi:10.1177/26416549251406398,Scopus (brazo B),1
S11648,"Characterization of Giant Myoviridae With Therapeutic Potential Against Grouper Pathogen, Vibrio alginolyticus",2026,International Journal of Microbiology,doi:10.1155/ijm/3932069,Scopus (brazo B),1
S9255,Characterization of Klebsiella Phages Isolated Against a Clinical Host with High Genome and Proteome Identity but Variable Tail Fibers.,2026,Viruses,doi:10.3390/v18040430 pmid:42043219,PubMed; Scopus (brazo B),2
S11401,"Characterization of a Klebsiella pneumoniae mutant strain wGF 1–2 with attenuated virulence, altered morphology, and reduced biofilm formation",2026,Frontiers in Cellular and Infection Microbiology,doi:10.3389/fcimb.2026.1761564 pmid:41969653,Scopus (brazo B),1
S8184,Characterization of a Phage Display-Selected scFv Against Neuropilin 1 (NRP1) Isolated from a Naïve Human Library.,2026,Molecular biotechnology,doi:10.1007/s12033-025-01480-y pmid:40707855,PubMed,1
S11663,Characterization of a Phage vB_LZ 2044 Deriving from K1-Type Hypervirulent Klebsiella pneumoniae Efficient Against Liver Infection Mice Model,2026,Probiotics and Antimicrobial Proteins,doi:10.1007/s12602-025-10633-z pmid:40560474,Scopus (brazo B),1
S9172,Characterization of a bacteriophage infecting drug-resistant Pseudomonas aeruginosa and its application in wastewater treatment.,2026,Microbial pathogenesis,doi:10.1016/j.micpath.2026.108481 pmid:41935708,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11444,Characterization of a lytic Salmonella phage GF04 within the Jerseyvirus lineage and identification of yjiK_2 as a candidate phage receptor,2026,Frontiers in Microbiology,doi:10.3389/fmicb.2026.1828982,Scopus (brazo B),1
S11592,Characterization of a novel Klebsiella pneumoniae bacteriophage vB_KpP_HS37 and its endolysin applied in food,2026,International Journal of Food Microbiology,doi:10.1016/j.ijfoodmicro.2025.111512 pmid:41192081,Scopus (brazo B),1
S11782,Characterization of a novel phage vB_YenP_WW2 for the inhibition against Yersinia enterocolitica biofilm and application in raw meat and milk,2026,International Journal of Food Microbiology,doi:10.1016/j.ijfoodmicro.2025.111468 pmid:41061487,Scopus (brazo B),1
S11483,Characterization of bacteriophage Henu4_2 lytic for Escherichia coli and its therapeutic efficacy in infection models,2026,Virology,doi:10.1016/j.virol.2026.110860 pmid:41797147,Scopus (brazo B),1
S11479,Characterization of bacteriophage JD929 targeting Staphylococcus aureus from chronic otitis media and its ability to inhibit biofilm,2026,Microbiological Research,doi:10.1016/j.micres.2026.128620 pmid:42430968,Scopus (brazo B),1
S8929,Characterization of broad-host-range bacteriophages targeting multidrug-resistant E. coli and Shigella spp.: in vitro potential.,2026,BMC microbiology,doi:10.1186/s12866-025-04672-3 pmid:41645056,PubMed; Scopus (brazo B),2
S11743,Characterization of novel Vibrio phages as potential biocontrol agents against Vibrio alginolyticus and insights into its phage-resistant mutant,2026,Microbiological Research,doi:10.1016/j.micres.2025.128412 pmid:41385905,Scopus (brazo B),1
S10052,Characterization of novel phage Henuyfy11N: a potential therapeutic agent against extended-spectrum β-lactamase (ESBL)-producing Escherichia coli,2026,Microbiology Spectrum ,doi:10.1128/spectrum.03253-25 pmid:42037381,Scopus (brazo A); Scopus (brazo B),2
S9065,Characterization of phage AbpL with a terminally redundant genome and its therapeutic potential against drug-resistant Acinetobacter baumannii infections.,2026,Frontiers in cellular and infection microbiology,doi:10.3389/fcimb.2026.1760018 pmid:41798749,PubMed; Scopus (brazo B),2
S8946,Characterization of prophage carrying blaKPC-184 in a ST307 Klebsiella pneumoniae clinical isolate from Italy.,2026,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,doi:10.1007/s10096-026-05432-5 pmid:41656415,PubMed,1
S11690,Characterization of the bacteriophage vB_KpnP_Henu1_3 lytic for K1 Klebsiella pneumoniae and its therapeutic efficacy in Galleria mellonella larvae and mice,2026,Microbiology Spectrum ,doi:10.1128/spectrum.00931-25 pmid:41493339,Scopus (brazo B),1
S11332,Characterization of the gut phageome and functional genes carried by phages in laying hens with fatty liver hemorrhagic syndrome,2026,Microbiome,doi:10.1186/s40168-026-02387-9 pmid:41882812,Scopus (brazo B),1
S11360,Characterization of the gut virome in patients with nonalcoholic fatty liver disease,2026,Journal of Translational Medicine,doi:10.1186/s12967-025-07443-w pmid:41316248,Scopus (brazo B),1
S8979,Characterization of the phage ΦK64 depolymerase S2-4 and its therapeutic effect against K1 serotype Klebsiella pneumoniae.,2026,Microbiological research,doi:10.1016/j.micres.2026.128475 pmid:41702136,PubMed; Scopus (brazo B),2
S8826,Characterization of two novel bacteriophages infecting clinical isolates of Serratia spp. and therapeutic efficacy in a Galleria mellonella model of infection.,2026,Journal of applied microbiology,doi:10.1093/jambio/lxag011 pmid:41511447,PubMed; Scopus (brazo B),2
S9126,"Characterization, genomic insights and anti-biofilm potential of phage vB_PaeM_PKMS3, a lytic Pbunavirus capable of infecting clinical Pseudomonas aeruginosa isolates.",2026,Antonie van Leeuwenhoek,doi:10.1007/s10482-026-02282-1 pmid:41879899,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11382,"Characterization, lytic activity, and therapeutic efficacy of a novel phage, BUCT789, lysing drug-resistant Escherichia coli in Galleria mellonella larvae",2026,Virology,doi:10.1016/j.virol.2026.110956 pmid:42177889,Scopus (brazo B),1
S8972,Characterizing the gut virome in ulcerative colitis and crohn's disease: signatures of disease severity.,2026,Virology journal,doi:10.1186/s12985-026-03091-8 pmid:41691253,PubMed,1
S8910,Chemical inhibition of a bacterial immune system.,2026,Cell host & microbe,doi:10.1016/j.chom.2026.01.003 pmid:41619738,PubMed; Scopus (brazo A); Scopus (brazo B),3
S9219,"Chemically mediated modification of bacteriophages: Strategies, functionalities and applications in precision medicine.",2026,"Nanomedicine : nanotechnology, biology, and medicine",doi:10.1016/j.nano.2026.102944 pmid:42000062,PubMed,1
S11559,"Chronic Antibiotic Use, Gut Microbiota Dysbiosis, and Increased Risk of Colorectal Cancer: An Emerging Threat",2026,Health Science Reports,doi:10.1002/hsr2.71866,Scopus (brazo B),1
S11640,Chronic Inflammation (A Silent Killer) - Molecular Mechanisms and Emerging Therapeutic Approaches,2026,Current Drug Targets,doi:10.2174/0113894501450885260409050432,Scopus (brazo B),1
S11655,"Chronic Rhinosinusitis at the Interface of Type 2 Inflammation, Epithelial Barrier Dysfunction, and Microbiome Dysbiosis",2026,Microorganisms,doi:10.3390/microorganisms14020386,Scopus (brazo B),1
S9457,Chronic stress unleashes an intratumor phage-fibroblast-B cell circuit to promote tumor growth.,2026,Cancer cell,doi:10.1016/j.ccell.2026.06.004 pmid:42349430,PubMed; Scopus (brazo B),2
S9473,Chronic suppression of a multidrug-resistant Pseudomonas aeruginosa in prosthetic joint infection using personalized bacteriophage treatment.,2026,Nature communications,doi:10.1038/s41467-026-74326-z pmid:42364990,PubMed,1
S8488,Circulating Bacteriophage DNA Distinguishes Staphylococcal Infection From Commensal Colonization.,2026,The Journal of arthroplasty,doi:10.1016/j.arth.2025.09.051 pmid:41072561,PubMed; Scopus (brazo B),2
S9111,Clearance of hypermutator XDR Pseudomonas osteomyelitis and hardware infection with adjunctive bacteriophage therapy.,2026,ASM case reports,doi:10.1128/asmcr.00108-25 pmid:41853116,PubMed,1
S8718,"Clinical and environmental wastewater-based bacteriophage surveillance for high-impact diarrheal diseases, including cholera, in Bangladesh.",2026,mBio,doi:10.1128/mbio.02654-25 pmid:41363802,PubMed; Scopus (brazo B),2
S11529,Clinical efficacy analysis of sulbactam-durlobactam in the treatment of postoperative pulmonary infection caused by extensively drug-resistant Acinetobacter baumannii in liver transplant recipients; [舒巴坦-度洛巴坦治疗肝移植受者术后广泛耐药鲍曼不动杆菌肺部感染的临床疗效分析],2026,Organ Transplantation,doi:10.12464/j.issn.1674-7445.2026052,Scopus (brazo B),1
S11326,Clinical efficacy of robot-assisted versus laparoscopic hiatal hernia repair combined with Nissen fundoplication; [机器人辅助与腹腔镜食管裂孔疝修补联合Nissen胃底折叠术的临床疗效],2026,Chinese Journal of Digestive Surgery,doi:10.3760/cma.j.cn115610-20260314-00122,Scopus (brazo B),1
S8420,Clonal tracing of blood stem cells across mouse and human lifespans.,2026,Blood,doi:10.1182/blood.2024028195 pmid:40983030,PubMed; Scopus (brazo B),2
S7249,"Cloning, Expression, and Purification of Phage Display-Selected Fab for Biophysical and Biological Studies.",2026,Cold Spring Harbor protocols,doi:10.1101/pdb.prot108604 pmid:39406532,PubMed,1
S9293,Closely related coliphages infecting the multidrug-resistant Escherichia coli sequence typing 131 clone across diverse regions.,2026,Microbiological research,doi:10.1016/j.micres.2026.128537 pmid:42105493,PubMed,1
S9526,Co-delivery of therapeutic bacteriophages and aztreonam via core-shell electrospun fibers for synergistic action against Pseudomonas aeruginosa infections.,2026,International journal of pharmaceutics,doi:10.1016/j.ijpharm.2026.127224 pmid:42486205,PubMed; Scopus (brazo A); Scopus (brazo B),3
S8727,"Co-generated particles, but not ambient particles, shield bioaerosols from Far-UVC inactivation and increase exposure to viable bioaerosols.",2026,Journal of hazardous materials,doi:10.1016/j.jhazmat.2025.140667 pmid:41371137,PubMed,1
S8990,Cocktail of genetically diverse lytic phages reduces uropathogenic Escherichia coli colonization in mouse urinary tract.,2026,Scientific reports,doi:10.1038/s41598-026-39877-7 pmid:41714337,PubMed,1
S9114,Coexpression of IL15 Promotes Effector Differentiation and Sustained Proliferative Capacity in ALPPL2-Specific Human CAR T Cells.,2026,Cancer immunology research,doi:10.1158/2326-6066.cir-25-0609 pmid:41860794,PubMed; Scopus (brazo B),2
S10117,Colistin Resistance: From Laboratory Research to Modern Clinical Management,2026,Antibiotics,doi:10.3390/antibiotics15030259,Scopus (brazo A); Scopus (brazo B),2
S9256,"Combating Pseudomonas aeruginosa biofilms: Pathogenesis, resistance mechanisms and novel treatment approaches in an era of emerging antimicrobial resistance.",2026,Journal of biomedical research,doi:10.7555/jbr.39.20250484 pmid:42044976,PubMed,1
S8938,Combatting antibiotic resistance: challenges and emerging therapeutic strategies.,2026,Future microbiology,doi:10.1080/17460913.2026.2627823 pmid:41653009,PubMed; Scopus (brazo B),2
S9174,"Combatting multidrug resistance in Klebsiella pneumoniae: mechanisms, global trends, and innovative therapeutic strategies.",2026,Future microbiology,doi:10.1080/17460913.2026.2654374 pmid:41942347,PubMed,1
S8784,Combination of endolysin LysK04 and cinnamaldehyde potentially inhibits Gram-negative pathogens via outer membrane disruption and peptidoglycan hydrolysis.,2026,Microbial pathogenesis,doi:10.1016/j.micpath.2025.108262 pmid:41448506,PubMed; Scopus (brazo A),2
S11465,Combination of lytic phage Sal-P001 and RAST002 vaccine induces complete protection against homologous and heterologous Salmonella strains,2026,Vaccine,doi:10.1016/j.vaccine.2026.128451 pmid:41812632,Scopus (brazo B),1
S9423,Combinatorial antimicrobial potential of secondary metabolites and bacteriophages against multi-drug-resistant uropathogenic Escherichia coli.,2026,Future microbiology,doi:10.1080/17460913.2026.2686571 pmid:42290341,PubMed,1
S8943,Combined bacteriophage and antibiotic therapy for refractory peritoneal dialysis-related peritonitis caused by Klebsiella pneumoniae.,2026,Nature communications,doi:10.1038/s41467-026-69154-0 pmid:41654550,PubMed,1
S11471,Combined effect of black cumin seeds and bacteriophage in mitigating necrotic enteritis in broiler chickens,2026,Journal of Applied Microbiology,doi:10.1093/jambio/lxag126 pmid:42202769,Scopus (brazo B),1
S9556,Combined phage therapy and faecal microbiota transplantation to treat recurrent urinary tract infection: a case series.,2026,Nature microbiology,doi:10.1038/s41564-026-02409-0 pmid:42533067,PubMed,1
S11322,Comment on “Nanomedicine for phage therapy: Encapsulation strategies for enhanced antimicrobial efficacy”,2026,International Journal of Antimicrobial Agents,doi:10.1016/j.ijantimicag.2026.107814 pmid:42019830,Scopus (brazo B),1
S11319,Comment on “Phage therapy for KPC-producing Klebsiella pneumoniae de colonisation in high-risk patients: The KIDNAP Study Protocol”,2026,International Journal of Antimicrobial Agents,doi:10.1016/j.ijantimicag.2026.107733 pmid:41651432,Scopus (brazo B),1
S11646,Comment on “Updates in Clinical Management of Recurrent Urinary Tract Infections”,2026,Obstetrical and Gynecological Survey,doi:10.1097/ogx.0000000000001523,Scopus (brazo B),1
S11356,Comment on: New-generation antibiotics and nonantibiotic strategies against carbapenemase-producing Enterobacterales: More focus on metallo-β-lactamase producers,2026,International Journal of Antimicrobial Agents,doi:10.1016/j.ijantimicag.2026.107833 pmid:42097181,Scopus (brazo B),1
S11716,Commentary: CRISPR-Cas systems against carbapenem resistance—from proof-of-concept to clinical translation,2026,Frontiers in Microbiology,doi:10.3389/fmicb.2026.1773181,Scopus (brazo B),1
S8956,Comparative Combinatorial Effects of Endolysins LNT103 with Ten Conventional Antibiotics against Gram-Negative Bacterial Pathogens.,2026,Journal of microbiology and biotechnology,doi:10.4014/jmb.2601.01019 pmid:41668450,PubMed; Scopus (brazo A),2
S11477,Comparative Genomic and Functional Characterization of Two Lytic Bacteriophages Against Antimicrobial-Resistant Escherichia coli,2026,Antibiotics,doi:10.3390/antibiotics15060563,Scopus (brazo B),1
S9394,Comparative Methodological Evaluation of Three Bacteriophage Isolation Methods From Environmental Water Samples.,2026,Cureus,doi:10.7759/cureus.108149 pmid:42238129,PubMed,1
S11700,Comparative evaluation of commercial bacteriophages and prospects for their application in the treatment of orthopedic MRSA-infection; [Сравнительная оценка коммерческих наборов бактериофагов и перспективы их применения для лечения пациентов с ортопедической MRSA-инфекцией],2026,Genij Ortopedii,doi:10.18019/1028-4427-2026-32-2-197-204,Scopus (brazo B),1
S9164,Comparative genomic analysis of extensively drug-resistant Proteus mirabilis co-producing VIM-1 and OXA-48 carbapenemases.,2026,Journal of global antimicrobial resistance,doi:10.1016/j.jgar.2026.03.015 pmid:41932438,PubMed; Scopus (brazo B),2
S10131,Comparative genomics of Lacticaseibacillus paracasei strain 69Bis reveals encoded probiotic traits and genomic specificities,2026,FEMS Microbiology Letters,doi:10.1093/femsle/fnag060 pmid:42153625,Scopus (brazo A),1
S11798,Comparative impact of bacteriophage disinfection on hospital microbiota and multidrug-resistant organisms in critical care units,2026,Future Microbiology,doi:10.1080/17460913.2026.2707846,Scopus (brazo B),1
S10191,Comparative performance of activated sludge and waste stabilization ponds for the removal of pollutants and pathogens in full-scale wastewater treatment plants in Egypt,2026,Scientific Reports,doi:10.1038/s41598-026-35933-4 pmid:41644595,Scopus (brazo A),1
S9323,Comparative study on PD-L1/ALK dual-targeted biomimetic exosomes by two preparation approaches in pancreatic cancer.,2026,International journal of biological macromolecules,doi:10.1016/j.ijbiomac.2026.152566 pmid:42142782,PubMed,1
S9421,Comparison and correlation of in vitro and in vivo approaches for determining Pseudomonas aeruginosa bacteriophages activity.,2026,BMC microbiology,doi:10.1186/s12866-026-05289-w pmid:42288735,PubMed; Scopus (brazo A); Scopus (brazo B),3
S9036,Comparison of agar-based and checkerboard methods to assess phage-antimicrobial synergy in Pseudomonas aeruginosa.,2026,Journal of microbiological methods,doi:10.1016/j.mimet.2026.107441 pmid:41759663,PubMed; Scopus (brazo A); Scopus (brazo B),3
S10219,Complementary potential of bacteriophage-synbiotic combination as an alternative to antibiotic growth promoters in poultry production,2026,Poultry Science,doi:10.1016/j.psj.2026.107309 pmid:42349232,Scopus (brazo A),1
S11434,"Complete genome sequence of Escherichia coli phage vB_EcoP_EcoN5 isolated from Magdalena River, Atlántico, Colombia",2026,Microbiology Resource Announcements,doi:10.1128/mra.01269-25,Scopus (brazo B),1
S11562,"Complete genome sequence of Mulvp2, an Enterobacter bacteriophage",2026,Microbiology Resource Announcements,doi:10.1128/mra.01004-25,Scopus (brazo B),1
S9326,Complete genome sequence of Pseudomonas aeruginosa phage OmaKarin.,2026,Microbiology resource announcements,doi:10.1128/mra.00353-26 pmid:42148631,PubMed; Scopus (brazo A),2
S11310,Complete genome sequence of a Streptococcus equi subsp. equi bacteriophage isolated from raw sewage water in Tokyo,2026,Microbiology Resource Announcements,doi:10.1128/mra.01157-25,Scopus (brazo B),1
S11397,Complete genome sequence of a virulent Klebsiella pneumoniae bacteriophage KPP-X1 harboring 26 tRNA genes,2026,Microbiology Resource Announcements,doi:10.1128/mra.01062-25,Scopus (brazo B),1
S11396,Complete genome sequence of the Streptococcus parauberis lytic bacteriophage JYU001,2026,Microbiology Resource Announcements,doi:10.1128/mra.00036-26,Scopus (brazo B),1
S8660,"Complete genome sequence of vB_PaBD_211, a lytic Pseudomonas aeruginosa phage isolated from poultry sewage in Bangladesh.",2026,Microbiology resource announcements,doi:10.1128/mra.00893-25 pmid:41277891,PubMed; Scopus (brazo A),2
S11395,"Complete genome sequences of Staphylococcus epidermidis phages Cicami, Sazerac, Southeast, Slasher, Spartan, and Undine",2026,Microbiology Resource Announcements,doi:10.1128/mra.01000-25,Scopus (brazo B),1
S11626,Composition and changes of human gut phageome in disease; [人类肠道噬菌体组的组成及其在疾病中的变化],2026,Chinese Journal of Microecology,doi:10.13381/j.cnki.cjm.202602016,Scopus (brazo B),1
S9201,Compositional and functional differences of gut microbiome and metabolome inform pathogenesis of cholestatic liver disease.,2026,Gut microbes,doi:10.1080/19490976.2026.2655793 pmid:41975274,PubMed; Scopus (brazo B),2
S11615,Comprehensive analysis of the gastric metatranscriptome reveals specific viral signatures associated with gastric cancer,2026,International Microbiology,doi:10.1007/s10123-026-00867-4,Scopus (brazo B),1
S9052,Comprehensive antigen profiling predicts post-surgical neuropathic pain in women treated for breast cancer.,2026,Scientific reports,doi:10.1038/s41598-026-41637-6 pmid:41776320,PubMed,1
S8651,"Comprehensive in silico analysis of Acinetobacter isolates from South Korea reveals genomic diversity, antimicrobial resistance, virulence factors, and evolutionary dynamics.",2026,Genes & genomics,doi:10.1007/s13258-025-01702-2 pmid:41269653,PubMed,1
S11756,Concordance of Pathogenic Bacteria in the Upper and Lower Airway in Children With Severe Viral Lower Respiratory Tract Infections,2026,Pediatric Infectious Disease Journal,doi:10.1097/inf.0000000000005009 pmid:40966766,Scopus (brazo B),1
S9531,Conditional activation of IL-12 through a Fibronectin-EDB dependent switch gate.,2026,mAbs,doi:10.1080/19420862.2026.2700812 pmid:42489333,PubMed,1
S9259,Conjugating M13 bacteriophage targeting folate receptor alpha with multiple photosensitizers: a flexible phototheranostic platform against ovarian cancer.,2026,Journal of materials chemistry. B,doi:10.1039/d5tb02844b pmid:42052625,PubMed,1
S9355,"Connecting the dots between phage pharmacokinetics, pharmacodynamics and immune interactions.",2026,Microbial pathogenesis,doi:10.1016/j.micpath.2026.108592 pmid:42190992,PubMed; Scopus (brazo B),2
S9491,Construction and Functional Validation of a High-Diversity Naive Phage Antibody Library.,2026,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-0716-5249-7_2 pmid:42400833,PubMed,1
S8680,Construction and application of MS2 bacteriophage virus-like particles for SARS-CoV-2 detection using a single-plasmid system.,2026,Journal of microbiological methods,doi:10.1016/j.mimet.2025.107344 pmid:41308699,PubMed; Scopus (brazo B),2
S7141,"Construction and utilization of a new generation of bacteriophage-based particles, or TPA, for guided systemic delivery of nucleic acids to tumors.",2026,Nature protocols,doi:10.1038/s41596-024-01040-9 pmid:39237829,PubMed,1
