pmid,year,first_author,title,abstract,journal,pubtypes,mesh,doi,arms,fetch_status,stage1,stage1_rule
39979461,2025,Mochnáčová E,Antimicrobial cyclic peptides effectively inhibit multiple forms of Borrelia and cross the blood-brain barrier model.,"Infection caused by neuroinvasive Borrelia often manifests long-term CNS disorders and is difficult to treat as most antibiotics fail to attain an effective concentration within the brain or cannot kill the persister forms of Borrelia (cysts and round bodies). Thus, this study focused on developing antimicrobial cyclic peptides (AMPs) from a combinatorial phage display library that target phosphatidylcholine of the borrelial cell membrane. Isolated cyclic peptides with anti-Borrelia properties were then fused with the CNS homing peptide developed in this study (designated as O-BBB) to facilitate AMP transport across the blood-brain barrier. Among all O-BBB fused AMPs, Bor-18 had half maximal effective concentration (EC50) 0.83 µM when tested against spirochetal Borrelia. Bor-16, Bor-18, and Bor-26 inhibited the cystic form with EC50 0.83 µM, while Bor-11 had EC50 0.41 µM. Within an hour, all four peptides caused a permeability breach in the borrelial cell membrane, causing depolarization of the membrane. Bor peptides did not inhibit eukaryotic cell metabolism or proliferation, nor did they cause erythrocyte lysis. Peptides were stable in serum, could cross the BBB in-vitro, and remained effective against Borrelia. Cyclic AMPs fused with a CNS homing moiety, the Bor peptides, deserve further investigation for their potential use in neuroborreliosis therapy.",Scientific reports,Journal Article,"Blood-Brain Barrier; Peptides, Cyclic; Borrelia; Animals; Antimicrobial Peptides; Humans; Anti-Bacterial Agents; Microbial Sensitivity Tests",10.1038/s41598-021-99696-w,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
39979834,2025,Ali Z,Therapeutic potential of a newly isolated bacteriophage against multi-drug resistant Enterococcus faecalis infections: in vitro and in vivo characterization.,"In nosocomial settings, vancomycin-resistant Enterococcus faecalis is a major health threat leading to increased morbidities, mortalities, and treatment costs. Nowadays, several approaches are under investigation to enhance the activity of or replace the traditional antibiotics. Bacteriophage therapy was sought as a potential approach for combating E. faecalis infections. The present study focuses on isolating and characterizing bacteriophage against clinical multi-drug resistant (MDR) E. faecalis strain Lb-1492. The phage stability, lytic activity, host-range, latent period, burst size, the ability to detach the pre-formed biofilm and destroy entrapped cells were investigated. The phage genome was purified, sequenced, and subjected to bioinformatics analysis for identifying and characterizing its features, as well as, the suitability for clinical application. Finally, the ability of the phage to rescue mice from deadly, experimentally induced E. faecalis bacteremia was evaluated. A virulent phage was isolated from sewage water against a clinical MDR E. faecalis isolate. Morphological and genomic studies indicated that the phage belongs to the Efquatrovirus genus, with a long tail, icosahedral head and a linear double-stranded DNA genome of approximately 42.9 kbp. The phage was named vB_Efa_ZAT1 (shortly ZAT1). It demonstrated a shorter latent period and larger burst size than regular-tailed phages, and a characteristic stability over a wide range of pH and temperatures, with the optimum activity at pH 7.4 and 37 °C, respectively. Phage ZAT1 showed a narrow spectrum of activity and a characteristic biofilm disruption ability. The phage managed successfully to control E. faecalis-induced bacteremia in mice models, which was lethal within 48 h in the control group. An intraperitoneal injection of 3 × 108 PFU of the phage solution given 1 h after the bacterial challenge was sufficient to save all the animals, completely reversing the trend of 100% mortality caused by this bacterium. Phage therapy can be a promising alternative to traditional antibiotics in the post-antibiotic era with a significant antimicrobial and antibiofilm activities against MDR E. faecalis.",BMC microbiology,Journal Article,"Enterococcus faecalis; Animals; Bacteriophages; Phage Therapy; Mice; Drug Resistance, Multiple, Bacterial; Gram-Positive Bacterial Infections; Genome, Viral; Biofilms; Female; Sewage; Host Specificity; Bacteremia; Humans; Disease Models, Animal",10.3109/07853890108995959,B_no_organism_block,ok,ADVANCE,
39982075,2025,Duarte AC,A new bacteriophage infecting Staphylococcus epidermidis with potential for removing biofilms by combination with chimeric lysin CHAPSH3b and vancomycin.,"Staphylococcus epidermidis is the cause of serious skin and prosthetic joint infections despite being a common inhabitant of human body surfaces. However, both the rise in antibiotic resistance in this species and its ability to form biofilms are increasingly limiting the available therapeutic options against these illnesses. In this landscape, phage therapy stands out as an interesting alternative to antibiotics. In the present study, we report the isolation and characterization of a novel virulent phage infecting S. epidermidis (Staphylococcus phage IPLA-AICAT), which belongs to the Herelleviridae family. The estimated genome size of this virus is 139,941 bp, and sequence analysis demonstrated the absence of antibiotic resistance genes and virulence factors. This phage infects a high proportion (79%) of clinically relevant S. epidermidis strains and exhibits antibiofilm activity. Moreover, a combination of this phage with other antimicrobials, i.e., vancomycin and the lytic protein CHAPSH3b, further improved the reduction in surface-attached bacteria. Notably, the combination of Staphylococcus phage IPLA-AICAT (109 PFU/mL) and CHAPSH3b (8 µM), originally designed to target Staphylococcus aureus, was able to reduce the number of viable cells by 3.06 log units in 5-h-old biofilms. In 24-h-old biofilms, the reduction was also significant after 6 h of treatment (2.06 log units) and 24 h of treatment (2.52 log units). These results confirm our previous data regarding the potential of phage-lysin mixtures against staphylococcal biofilms.IMPORTANCEStaphylococcus epidermidis is one of the main causes to device-associated infections mostly due to its ability to form stable biofilms attached to human tissues. Besides the inherent antimicrobial tolerance of biofilms, this microorganism is also increasingly becoming resistant to standard-of-care antibiotics. To fight against this problem, phage therapy is a viable option to complement the available antibiotics in the treatment of recalcitrant infections. This work describes a new phage infecting S. epidermidis clinical strains that is a member of the Herelleviridae family and the combination with other antimicrobials to further improve the reduction of biofilms. Together with the significant progress achieved in the development of diagnostic tools, phages and their derived proteins will bring us much closer to a therapeutic landscape in which we are not so heavily reliant on antibiotics to combat bacterial pathogens.",mSphere,Journal Article,"Staphylococcus epidermidis; Biofilms; Staphylococcus Phages; Vancomycin; Anti-Bacterial Agents; Phage Therapy; Humans; Genome, Viral; Staphylococcal Infections",10.1371/journal.pone.0107307,B_no_organism_block,ok,ADVANCE,
39982880,2025,Abusalah MAHA,Isolation and characterization of bacteriophage against clinical isolates of AmpC beta lactamase-Producing Klebsiella pneumoniae from hospital wastewater.,"The increasing incidence of AmpC β-lactamase producing by K. pneumoniae has raised global alarm. Consequently, there is a crucial need for effective methods to inactivate pathogenic bacteria and mitigate the associated risks. Bacteriophage therapy has been demonstrated to be an effective and alternative approach for targeting and inactivating K. pneumoniae that produces AmpC. This study aimed to isolate and characterize the Klebsiella pneumoniae AmpC-specific phages from hospital wastewater. The hospital wastewater samples were collected from the sewage water effluent of a tertiary hospital at Universiti Sains Malaysia, located on the east coast of Malaysia. These samples underwent serial filtration and centrifugation processes for phage recovery. The phage solutions were undergoing a screening test by spot assay using clinical isolates of Klebsiella pneumoniae AmpC strain as amplification hosts. The isolated AmpC-phages were further studied and characterised to determine the phage's host range, temperature, pH, and chloroform stabilities. High-Resolution Transmission Electron Microscopy (HRTEM) was performed to determine the phage type. Thirty HWW samples were analyzed using four K. pneumoniae AmpC strains resulting in a total of 120 screening plates. The AmpC-Klebsiella pneumoniae (AmpC-KP) phages were detected in 31.70% (38/120) of the plates. The AmpC-KP phages had lytic diameters ranging from 1-3 mm, and a phage titer ranged from4×103-3.2×107 PFU/ml. The phages had a narrow-host range stable at a temperature range from -20-50˚C. The phages were also stable at pH ranging from 4 to 9 and at different concentrations of chloroform (5%,10%). Based on HRTEM, Siphoviridea was identified. The AmpC-phages were abundant in hospital wastewater, and HWW was a good source for AmpC-KP phages. The isolated AmpC phages had a high effectivity and specificity for AmpC-KP with a narrow host range and could survive under harsh conditions such as (temperature, pH, and chloroform).",PloS one,Journal Article,Klebsiella pneumoniae; beta-Lactamases; Wastewater; Bacteriophages; Bacterial Proteins; Hospitals; Humans; Malaysia; Klebsiella Infections,10.1016/j.bjm.2018.03.004,B_no_organism_block,ok,ADVANCE,
39983749,2025,Davido B,How can the gut microbiome be targeted to fight multidrug-resistant organisms?,"The rise of antimicrobial resistance presents a challenge to public health, undermines the efficacy of antibiotics, and compromises the management of infectious diseases. Gut colonisation by multidrug-resistant organisms, such as multidrug-resistant Enterobacterales and vancomycin-resistant enterococci, is associated with increased morbidity and mortality rates, as well as health-care costs. Of late, the role of the gut microbiome in combating colonisation by multidrug-resistant organisms, which could precede invasive infection, has garnered interest. Innovative interventions, including faecal microbiota transplantation, probiotics, phage therapy, and bacterial consortia, represent potential preventive or therapeutic options to counteract colonisation by multidrug-resistant organisms. In this Personal View, we have synthesised the current findings on these interventions and elucidated their potential as solutions to the crisis of antimicrobial resistance.",The Lancet. Microbe,Journal Article; Review,"Gastrointestinal Microbiome; Humans; Drug Resistance, Multiple, Bacterial; Anti-Bacterial Agents; Probiotics; Fecal Microbiota Transplantation; Phage Therapy; Bacterial Infections; Bacteria; Vancomycin-Resistant Enterococci",10.1016/j.lanmic.2024.101063,B_no_organism_block,ok,ADVANCE,
39983881,2025,Shah AA,Emerging challenges in Klebsiella pneumoniae: Antimicrobial resistance and novel approach.,"Klebsiella pneumoniae poses significant global health challenges due to its increasing antimicrobial resistance (AMR). The emergence of multidrug-resistant (MDR) and carbapenem-resistant strains has limited treatment options, making infections difficult to control. This pathogen utilizes several mechanisms, including extended-spectrum β-lactamase (ESBL) production and efflux pumps, contributing to its resistance. Novel therapeutic approaches, such as bacteriophage therapy, CRISPR-Cas systems, and antimicrobial peptides, are being explored to combat AMR. Additionally, targeting virulence factors and biofilm formation holds promise for developing alternative strategies, providing a new frontier in tackling this formidable pathogen.",Microbial pathogenesis,Journal Article; Review,"Klebsiella pneumoniae; Klebsiella Infections; Humans; Anti-Bacterial Agents; Biofilms; Drug Resistance, Multiple, Bacterial; Phage Therapy; Virulence Factors; beta-Lactamases; CRISPR-Cas Systems; Antimicrobial Peptides",10.1016/j.micpath.2025.107399,B_no_organism_block,ok,ADVANCE,
39984516,2025,Morozov A,Modelling the effects of climate change on the interaction between bacteria and phages with a temperature-dependent lifecycle switch.,"Ongoing climate change and human activities alter the population dynamics of pathogenic bacteria in natural environments, increasing the risk of disease transmission. Among the key mechanisms of amplification of bacteria in the environment is the alteration of the natural control by their enemies, bacteriophages. Using mathematical modelling, we explore how climate change and implementation of certain agricultural practices affect interactions of bacteria with phage exhibiting condition-dependent lysogeny, where the type of phage infection lifecycle is determined by the ambient temperature. As a case study, we model alteration to the control of the pathogenic bacteria Burkholderia pseudomallei by its dominant phage. B. pseudomallei causes melioidosis, which is among the deadliest infections in Southeast Asia and across the tropics. We use historical records for UV radiation and temperature in Thailand covering the period 2009-2023 to assess the density of the phage-free pathogen, capable of causing infection. We also predict phage-pathogen dynamics for the period 2024-2044. We apply both non-spatial and spatial models to mimic B. pseudomallei population dynamics in the surface water of rice fields and in soil. Our models predict a drastic increase in pathogen density due to less efficient control by the phage which is caused by global warming. We also find that some of the current agricultural practices would enhance the risk of acquisition of melioidosis by altering densities of the pathogen in the environment.",Scientific reports,Journal Article,"Climate Change; Bacteriophages; Temperature; Burkholderia pseudomallei; Models, Theoretical; Humans; Thailand; Melioidosis; Bacteria; Models, Biological",10.1371/journal.pntd.0007380,B_no_organism_block,ok,ADVANCE,
39986260,2025,Lin P,An experimental study on the lytic bacteriophage MSP15 with wide-spectrum targeting methicillin-resistant Staphylococcus aureus.,"Methicillin-resistant Staphylococcus aureus (MRSA) is identified as one of the main drug-resistant pathogens, increasing the risk of no antibiotic availability in clinical settings and necessitating the urgent search for alternative antibacterial treatments. Phage therapy has been proposed as a therapeutic approach for bacterial infections, offering numerous advantages and broad application prospects. However, the efficacy of phage therapy in treating drug-resistant infections in humans remains uncertain. Given the current advances in phage therapy and the grim situation posed by MRSA infections, the application of lytic bacteriophages with wide-spectrum activity to treat difficult MRSA infections is proposed. The objective is to isolate, purify, and screen lytic bacteriophages targeting MRSA from the environment and to assess their efficacy and safety through in vitro and in vivo experiments, with the aim of providing another therapy for MRSA infection. Firstly, representative MRSA strains were selected, and their corresponding phages were isolated and purified from hospital sewage. Secondly, the isolated phages were screened to identify lytic bacteriophages with broad-spectrum activity, and their biological characteristics were analyzed. Thirdly, a systemic infection mouse model was established to evaluate the efficacy and safety of phage MSP15 against MRSA infection. In this study, Staphylococcus aureus Phage MSP15, a lytic bacteriophage with broad-spectrum activity targeting MRSA, was successfully isolated, purified and screened. Furthermore, in the systemic infection mouse model, administration of phage MSP15 led to prolonged survival time of MRSA-infected mice. A 100% survival rate was observed in infected mice with both immediate and delayed administration of high doses of phage MSP15 (MOI = 1), although efficacy may potentially be reduced with delayed treatment compared to immediate treatment. Additionally, an immune response was induced by phage MSP15, resulting in the production of IgG against phage MSP15, while no adverse events such as changes in core body temperature, allergic reactions, or other adverse effects were observed in mice. Lytic bacteriophages with a wide spectrum can become an auxiliary approach for treating MRSA infection.",Virology,"Journal Article; Research Support, Non-U.S. Gov't","Methicillin-Resistant Staphylococcus aureus; Animals; Staphylococcal Infections; Staphylococcus Phages; Phage Therapy; Mice; Disease Models, Animal; Humans; Female; Sewage; Mice, Inbred BALB C",10.1016/j.virol.2025.110452,B_no_organism_block,ok,ADVANCE,
39993319,2025,Li W,Development of a Cascade-Targeting Oral Vaccine via Glycoprotein 2 on Intestinal Microfold Cells for Cancer Immunotherapy.,"Oral cancer vaccines are convenient and safe, with the presence of gut-associated lymphoid tissue (GALT) involved intestinal Peyer's patch (PPs) containing microfold (M) cells and housing abundant underneath dendritic cells (DCs). Here, we found that the endocytic receptors glycoprotein 2 (GP2) and dectin-1 are respectively expressed on M cells and DCs with high specificity. Then, we discovered a gastrointestinal hydrolysis-resistant D-peptide DGPBP-2(1-8) targeting GP2 by phage display screening and optimization. DGPBP-2(1-8) was conjugated to β-glucan (dectin-1 ligand)-containing yeast capsules (GP2-YCs) to design a cascade-targeting oral vaccine platform, which can help the antigen to efficiently cross intestinal M cells and subsequently be endocytosed by underneath DCs, thus activating CD8+ T cells. More importantly, this oral vaccine can evoke not only cellular but also humoral and mucosal immune responses. Therefore, this cascade-targeting oral vaccine could serve as a novel platform for cancer immunotherapy and infectious disease prevention as well.",Nano letters,"Journal Article; Research Support, Non-U.S. Gov't","Cancer Vaccines; Animals; Administration, Oral; Immunotherapy; Mice; Dendritic Cells; Humans; Peyer's Patches; Lectins, C-Type; Neoplasms; CD8-Positive T-Lymphocytes; Mice, Inbred C57BL; M Cells; Dectin-1",10.1021/acs.nanolett.4c06123,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
39994360,2025,Kurt KC,Isolation and characterization of new lytic bacteriophage PSA-KC1 against Pseudomonas aeruginosa isolates from cystic fibrosis patients.,"A novel lytic bacteriophage, PSA-KC1, was isolated from wastewater. In this study, the whole genome of the bacteriophage PSA-KC1 was analyzed, and its lytic properties were assessed. PSA-KC1 has a linear double-stranded DNA genome with a total length of 43,237 base pairs and a GC content of 53.6%. In total, 65 genes were predicted, 46 of which were assigned functions as structural proteins involved in genome replication, packaging or phage lysis. PSA-KC1 belongs to the genus Septimatrevirus under the Caudoviricetes class. The aim of this study was to investigate the efficacy of the lytic bacteriophage PSA-KC1 and compare it with that of the Pyophage phage cocktail on 25 multi drug resistant (MDR) Pseudomonas aeruginosa strains isolated from sputum samples of cystic fibrosis patients. Seventeen of these strains were susceptible (68%) to the PSA-KC1 lytic phage we isolated, whereas eight clinical strains were resistant. However, 22 (88%) of the P. aeruginosa strains were susceptible to the Pyophage cocktail, and three (12%) were resistant to the Phage cocktail. At the end of our study, a new lytic phage active against multidrug-resistant P. aeruginosa strains from CF patients was isolated, and its genome was characterized. Since the PSA-KC1 phage does not contain virulence factors, toxins or integrase genes, it can be expected to be a therapeutic candidate with the potential to be used safely in phage therapy.",Scientific reports,Journal Article,"Pseudomonas aeruginosa; Cystic Fibrosis; Humans; Genome, Viral; Pseudomonas Phages; Pseudomonas Infections; Bacteriophages; Drug Resistance, Multiple, Bacterial",10.1128/AAC.45.3.649-659.2001,A_organism_first;B_no_organism_block,ok,ADVANCE,
39995327,2025,Hu M,Thymidylate Kinase-Targeted Antimicrobial Peptides via Phage Display: A Novel Strategy against Gram-Negative Bacteria.,"The rise of antimicrobial resistance (AMR) in Gram-negative bacteria, including Escherichia coli (E. coli), poses a major public health threat. This study aimed to address the limitations of existing antimicrobial peptides (AMPs) by designing hybrid peptides with enhanced targeting and antibacterial potency. Eight heptapeptide sequences were identified through phage display screening and hybridized with WP (WKKIWKPGIKKWIK), a peptide exhibiting weak antimicrobial activity against Gram-negative bacteria. The hybrid peptides were systematically evaluated for their antimicrobial activity, specificity, and biocompatibility. The hybrid peptide SWP exhibited superior antibacterial activity, particularly against E. coli K88 (TI = 2.378), and demonstrated specific binding to thymidylate kinase (TMK), a key bacterial enzyme. In vivo studies employing a mouse peritonitis model confirmed SWP's ability to reduce bacterial loads and mitigate tissue damage while maintaining excellent biocompatibility. These findings underscore SWP as a promising candidate for the development of targeted antimicrobial agents with enhanced specificity and stability for Gram-negative pathogens.",Journal of medicinal chemistry,Journal Article,Animals; Nucleoside-Phosphate Kinase; Mice; Microbial Sensitivity Tests; Anti-Bacterial Agents; Antimicrobial Peptides; Gram-Negative Bacteria; Escherichia coli; Peptide Library; Peritonitis; Humans,10.1021/acs.jmedchem.4c02666,B_no_organism_block,ok,EXCLUDED,"phage as a laboratory technique (display/typing/library), not a therapeutic"
39998161,2025,Lin M,A streamlined procedure for advancing the detection and isolation of Listeria monocytogenes from artificially contaminated ground beef in a single working day.,"Listeria monocytogenes, a rod-shaped Gram-positive bacterium widely distributed in nature, can contaminate foods and represents a foodborne pathogen of public health significance causing a high mortality rate of 20%-30%. Rapid and reliable identification of foods and food-processing environments contaminated with L. monocytogenes is a crucial step in implementing effective intervention strategies to ensure food safety and limit the transmission of bacteria to humans. This study designed and refined a practical workflow to streamline and accelerate the detection of a low level of L. monocytogenes present in ground beef. The workflow coupled an abbreviated 5 h culture enrichment in PALCAM liquid medium with physical separation (filtration and centrifugation) to preprocess enrichment samples. Specific capture was achieved using magnetic separation with a bacteriophage endolysin-derived cell wall-binding domain in a Hyglos Listeria capture kit. Molecular detection was performed using a MicroSEQ L. monocytogenes RTi-PCR detection kit combined with a nested PCR strategy. Preprocessing of enrichment culture samples using a multi-stage filtration system constructed for the study or commercially available BagFilter Pull-up filter bags, in conjunction with centrifugation, enabled the recovery of ~30 colony-forming units (CFUs) from the enrichment culture of a 25 g ground beef sample artificially contaminated with 1 CFU of L. monocytogenes. Integration of magnetic separation into the workflow for capturing L. monocytogenes cells specifically from preprocessed samples and further cleaning up the samples yielded bacterial counts similar to those obtained by direct plating of preprocessed samples. The RTi-PCR-based molecular detection method integrated into the workflow was capable of detecting pure cultures of L. monocytogenes as low as 12.5 CFUs. Evaluation of the workflow using artificially ground beef demonstrated the consistent detection of L. monocytogenes within an 8 h workday in a 25 g sample unit containing the cell count as low as 2 CFU following a 5 h culture enrichment. Consuming foods contaminated with the bacterial pathogen Listeria monocytogenes can lead to the development of human listeriosis, a severe and life-threatening foodborne illness. Timely detection of L. monocytogenes present at a low level in foods and food processing environments is a necessary measure to prevent the spread of the Listeria-associated illness. This study designed and evaluated a multi-step workflow for testing L. monocytogenes in artificially contaminated food samples. The workflow was composed of a short 5 h culture enrichment, filtration-based sample preprocessing, magnetic separation, a single-tube nested RTi-PCR, and culture plating. It allowed L. monocytogenes to be detected within 8 h from a 25 g ground beef sample containing the target cells as low as 2 colony-forming units, significantly improving and streamlining the detection methods for this important foodborne pathogen.",Microbiology spectrum,Journal Article,Listeria monocytogenes; Food Microbiology; Cattle; Animals; Red Meat; Food Contamination; Bacteriological Techniques; Polymerase Chain Reaction; Humans,10.1016/j.foodres.2023.113609,B_no_organism_block,ok,ADVANCE,
39998178,2025,van den Berg DF,Reduced prevalence of phage defense systems in Pseudomonas aeruginosa strains from cystic fibrosis patients.,"Cystic fibrosis is a genetic disorder that affects mucus clearance, particularly of the lungs. As a result, cystic fibrosis patients often experience infections from bacteria, which contribute to the disease progression. Pseudomonas aeruginosa is one of the most common opportunistic pathogens associated with cystic fibrosis. The presence of P. aeruginosa complicates the treatment due to its high antibiotic resistance. Thus, research is ongoing to treat these infections with bacterial viruses instead, known as bacteriophages. Notably, P. aeruginosa clinical strains possess a variety of phage defense mechanisms that may limit the effectiveness of phage therapy. In this study, we compared the defense system repertoire of P. aeruginosa strains isolated from cystic fibrosis patients with those from non-cystic fibrosis patients. Our findings reveal that P. aeruginosa strains isolated from cystic fibrosis patients have fewer phage defense mechanisms per strain than from non-cystic fibrosis patients, suggesting altered phage selection pressures in strains colonizing CF patient lungs.IMPORTANCECystic fibrosis patients often experience chronic Pseudomonas aeruginosa lung infections, which are challenging to treat with antibiotics and contribute to disease progression and eventual respiratory failure. Phage therapy is being explored as an alternative treatment strategy for these infections. However, assessing strain susceptibility to phage treatment is essential for ensuring efficacy. To address this, we investigated whether CF-associated clinical P. aeruginosa strains have a distinct phage defense repertoire compared with those isolated from other lung patients. We observed that CF-associated P. aeruginosa strains have significantly fewer phage defenses, possibly affecting the susceptibility of these strains to phage infection.",mBio,"Journal Article; Research Support, Non-U.S. Gov't",Cystic Fibrosis; Pseudomonas aeruginosa; Humans; Pseudomonas Infections; Phage Therapy; Bacteriophages; Pseudomonas Phages,10.1093/nar/gks406,A_organism_first;B_no_organism_block,ok,ADVANCE,
39998218,2025,Zhou B,Campylobacter jejuni resistance to human milk involves the acyl carrier protein AcpP.,"Campylobacter jejuni is a common foodborne pathogen worldwide that is associated with high rates of morbidity and mortality among infants in low- to middle-income countries (LMICs). Human milk provides infants with an important source of nutrients and contains antimicrobial components for protection against infection. However, recent studies, including our own, have found significantly higher levels of Campylobacter in diarrheal stool samples collected from breastfed infants compared to non-breastfed infants in LMICs. We hypothesized that C. jejuni has unique strategies to resist the antimicrobial properties of human milk. Transcriptional profiling found human milk exposure induces genes associated with ribosomal function, iron acquisition, and amino acid utilization in C. jejuni strains 81-176 and 11168. However, unidentified proteinaceous components of human milk prevent bacterial growth. Evolving both C. jejuni isolates to survive in human milk resulted in mutations in genes encoding the acyl carrier protein (AcpP) and the major outer membrane porin (PorA). Introduction of the PorA/AcpP amino acid changes into the parental backgrounds followed by electron microscopy showed distinct membrane architectures, and the AcpP changes not only significantly improved growth in human milk, but also yielded cells surrounded with outer membrane vesicles. Analyses of the phospholipid and lipooligosaccharide (LOS) compositions suggest an imbalance in acyl chain distributions. For strain 11168, these changes protect both evolved and 11168∆acpPG33R strains from bacteriophage infection and polymyxin killing. Taken together, this study provides insights into how C. jejuni may evolve to resist the bactericidal activity of human milk and flourish in the hostile environment of the gastrointestinal tract. In this study, we evolved C. jejuni strains which can grow in the presence of human milk and found that cell membrane alterations may be involved in resistance to the antimicrobial properties of human milk. These bacterial membrane changes are predominantly linked to amino acid substitutions within the acyl carrier protein, AcpP, although other bacterial components, including PorA, are likely involved. This study provides some insights into possible strategies for C. jejuni survival and propagation in the gastrointestinal tract of breastfed infants.",mBio,"Journal Article; Research Support, N.I.H., Extramural","Campylobacter jejuni; Humans; Milk, Human; Bacterial Proteins; Campylobacter Infections; Infant; Gene Expression Profiling",10.1007/s00216-023-04758-9,B_no_organism_block,ok,ADVANCE,
40001355,2025,Rodríguez-Recio FR,Genomic Insights into and Lytic Potential of Native Bacteriophages M8-2 and M8-3 Against Clinically Relevant Multidrug-Resistant Pseudomonas aeruginosa.,"Background/Objectives: Antibiotic resistance in pathogenic bacteria poses a critical global health threat, with multidrug-resistant (MDR) strains increasingly undermining conventional treatments. Among these, Pseudomonas aeruginosa is a high-priority pathogen due to its resistance to carbapenems and frequent presence in hospital settings, contributing to severe healthcare-associated infections. This study aimed to isolate and characterize novel bacteriophages from environmental wastewater samples that could specifically target MDR P. aeruginosa. Methods: Two bacteriophages, M8-2 and M8-3, were isolated from wastewater in Monterrey, Mexico. A genomic analysis classified M8-2 and M8-3 within the Caudoviridae family, and next-generation sequencing (NGS) was used to confirm the absence of undesirable antibiotic resistance or virulence genes. Optimization of viral amplification was performed to achieve high titers, with structural proteins characterized by SDS-PAGE. Results: Phages M8-2 and M8-3 exhibited specific lytic activity against MDR strains of P. aeruginosa, offering a targeted approach to combat antibiotic-resistant infections. High genetic similarity (>95%) to known Gram-negative bacterial phages was observed. Optimized viral amplification yielded titers of 4.2 × 107 and 1.03 × 109 PFUs/mL for M8-2 and M8-3, respectively. The specificity of these phages minimized disruption to the host microbiome, and their significant efficacy in suppressing bacterial growth positions bacteriophages as promising candidates for localized and personalized phage therapy, especially in chronic and hospital-acquired infection settings. Conclusions: These findings highlight the therapeutic potential of M8-2 and M8-3 in addressing antibiotic-resistant P. aeruginosa infections. Their safety profile, high target specificity, and robust lytic activity underscore the feasibility of incorporating phage-based strategies into current antimicrobial protocols. This study contributes to the broader goal of developing sustainable and effective phage therapies for diverse clinical and environmental contexts.","Antibiotics (Basel, Switzerland)",Journal Article,,10.1089/cmb.2012.0021,A_organism_first,ok,ADVANCE,
40004222,2025,Kalia VC,Re-Emergence of Bacteriophages and Their Products as Antibacterial Agents: An Overview.,"Microbes possess diverse genetic and metabolic traits that help them withstand adverse conditions. Microbial pathogens cause significant economic losses and around 7.7 million human deaths annually. While antibiotics have historically been a lifesaving treatment, their effectiveness is declining due to antibiotic-resistant strains, prompting the exploration of bacterial predation as an alternative. Bacteriophages (BPhs) have reemerged as antibacterial agents, offering advantages over antibiotics, such as (i) high specificity, (ii) self-replication, and (iii) strong killing capacity. This review explores BPh- and enzyme-based antibacterial strategies for infectious disease treatment, discussing phage-antibiotic synergy, the risks of BPh resistance, and the role of quorum sensing in BPh therapy.",International journal of molecular sciences,Journal Article; Review,Bacteriophages; Anti-Bacterial Agents; Humans; Quorum Sensing; Phage Therapy; Bacteria; Bacterial Infections; Animals,10.1111/1751-7915.13728,B_no_organism_block,ok,ADVANCE,
40006944,2025,Ilyina V,New Bacteriophage Pseudomonas Phage Ka2 from a Tributary Stream of Lake Baikal.,"Pseudomonas aeruginosa, an opportunistic pathogen, causes various biofilm-associated infections like pneumonia, infections in cystic fibrosis patients, and urinary tract and burn infections with high morbidity and mortality, as well as low treatment efficacy due to the extremely wide spread of isolates with multidrug resistance. Here, we report the new bacteriophage Pseudomonas phage Ka2 isolated from a tributary stream of Lake Baikal and belonging to the Pbunavirus genus. Transmission electron microscopy resolved that Pseudomonas phage Ka2 has a capsid of 57 ± 9 nm and a contractile and inflexible tail of 115 ± 10 nm in the non-contracted state. The genome consists of 66,310 bp with a GC content of 55% and contains 96 coding sequences. Among them, 52 encode proteins have known functions, and none of them are potentially associated with lysogeny. The bacteriophage lyses 21 of 30 P. aeruginosa clinical isolates and decreases the MIC of amikacin, gentamicin, and cefepime up to 16-fold and the MIC of colistin up to 32-fold. When treating the biofilms with Ka2, the biomass was reduced by twice, and up to a 32-fold decrease in the antibiotics MBC against biofilm-embedded cells was achieved by the combination of Ka2 with cefepime for the PAO1 strain, along with a decrease of up to 16-fold with either amikacin or colistin for clinical isolates. Taken together, these data characterize the new Pseudomonas phage Ka2 as a promising tool for the combined treatment of infections associated with P. aeruginosa biofilms.",Viruses,"Journal Article; Research Support, Non-U.S. Gov't","Genome, Viral; Lakes; Rivers; Bacteriophages; Pseudomonas Phages; Pseudomonas aeruginosa; Microbial Sensitivity Tests; Biofilms; Anti-Bacterial Agents; Phylogeny; Base Composition; Biomass; Microscopy, Electron, Transmission",10.1007/s12250-014-3546-3,A_organism_first,ok,ADVANCE,
